JrId,JournalTitle,MedAbbr,ISSN (Print),ISSN (Online),IsoAbbr,NlmId
49040,Frontline learning research,Frontline Learn Res,,2295-3159,Frontline Learn Res,101758071
49041,Graph Learning in Medical Imaging,Graph Learn Med Imaging (2019),,,Graph Learn Med Imaging (2019),101758207
49043,Dermatology case reports,Dermatol Case Rep,,2684-124X,Dermatol Case Rep,101758211
49044,Women in sport & physical activity journal,Women Sport Phys Act J,1063-6161,1938-1581,Women Sport Phys Act J,101758115
49046,Urology video journal,Urol Video J,,2590-0897,Urol Video J,101758269
49047,Domain Adaptation and Representation Transfer and Medical Image Learning with Less Labels and Imperfect Data,Domain Adapt Represent Transf Med Image Learn Less Labels Imperfect Data (2019),,,Domain Adapt Represent Transf Med Image Learn Less Labels Imperfect Data (2019),101758324
49048,Oncology issues,Oncol Issues,1046-3356,2573-1777,Oncol Issues,8902740
49049,Pharmaceutical chemistry journal,Pharm Chem J,0091-150X,1573-9031,Pharm Chem J,0323156
49051,Results in chemistry,Results Chem,,2211-7156,Results Chem,101758472
49052,Toxicology and forensic medicine,Toxicol Forensic Med,,2474-8978,Toxicol Forensic Med,101758468
49053,Journal of algebra and its applications,J Algebra Appl,0219-4988,1793-6829,J Algebra Appl,101758469
49054,Beni-Suef University journal of basic and applied sciences,Beni Suef Univ J Basic Appl Sci,2314-8535,2314-8543,Beni Suef Univ J Basic Appl Sci,101758435
49055,Journal of cultural cognitive science,J Cult Cogn Sci,2520-100X,2520-1018,J Cult Cogn Sci,101758437
49056,IISE transactions,IISE Trans,2472-5854,2472-5862,IISE Trans,101758439
49057,"HSOA journal of stem cells research, development & therapy",HSOA J Stem Cells Res Dev Ther,,2381-2060,HSOA J Stem Cells Res Dev Ther,101758270
49058,Canadian journal of dental hygiene,Can J Dent Hyg,1712-171X,1712-1728,Can J Dent Hyg,101234082
49059,Uncertainty for safe utilization of machine learning in medical imaging and clinical image-based procedures,Uncertain Safe Util Machine Learn Med Imaging Clin Image Based Proced (2019),,,Uncertain Safe Util Machine Learn Med Imaging Clin Image Based Proced (2019),101758520
49060,Current research in biotechnology,Curr Res Biotechnol,2590-2628,,Curr Res Biotechnol,101758641
49061,University of New Mexico orthopaedics research journal,Univ N M Orthop Res J,2167-4760,2687-7384,Univ N M Orthop Res J,101758702
49062,"Pancreas (Fairfax, Va.)",Pancreas (Fairfax),,2471-142X,Pancreas (Fairfax),101758684
49063,"International Conference on Infrared, Millimeter, and Terahertz Waves",Int Conf Infrared Millim Terahertz Waves,2162-2027,2162-2035,Int Conf Infrared Millim Terahertz Waves,101758704
49064,International journal of science and mathematics education,Int J Sci Math Educ,1571-0068,1573-1774,Int J Sci Math Educ,101758698
49066,Journal of human & clinical genetics,J Hum Clin Genet,,,J Hum Clin Genet,101758663
49068,Journal of dentistry and oral sciences,J Dent Oral Sci,,2582-3736,J Dent Oral Sci,101758700
49070,International journal of surgery protocols,Int J Surg Protoc,,2468-3574,Int J Surg Protoc,101758186
49072,ACM transactions on Internet technology,ACM Trans Internet Technol,1533-5399,1557-6051,ACM Trans Internet Technol,101758906
49073,"Journal of endourology. Part B, Videourology",J Endourol B Videourol,,2152-4939,J Endourol B Videourol,101642379
49076,"Brain, behavior, & immunity - health",Brain Behav Immun Health,,2666-3546,Brain Behav Immun Health,101759062
49077,"Journal of laparoendoscopic & advanced surgical techniques. Part B, Videoscopy",J Laparoendosc Adv Surg Tech Part B Videoscop,,2373-3063,J Laparoendosc Adv Surg Tech Part B Videoscop,101642381
49078,IEEE transactions on cognitive and developmental systems,IEEE Trans Cogn Dev Syst,2379-8920,,IEEE Trans Cogn Dev Syst,101685889
49079,Frontiers in computer science,Front Comput Sci,,2624-9898,Front Comput Sci,101758847
49080,Journal of computer security,J Comput Secur,0926-227X,1875-8924,J Comput Secur,101758974
49081,Conservation science and practice,Conserv Sci Pract,,2578-4854,Conserv Sci Pract,101759119
49082,The journal of popular film and television,J Pop Film Telev,0195-6051,1930-6458,J Pop Film Telev,101759142
49083,Human brain and artificial intelligence,Hum Brain Artif Intell (2019),,,Hum Brain Artif Intell (2019),101758975
49084,Landscape research record,Landsc Res Rec,,2471-8335,Landsc Res Rec,101759180
49085,Archives in neurology & neuroscience,Arch Neurol Neurosci,,2641-1911,Arch Neurol Neurosci,101759143
49086,Multimodal brain image analysis and mathematical foundations of computational anatomy,Multimodal Brain Image Anal Math Found Comput Anat (2019),,,Multimodal Brain Image Anal Math Found Comput Anat (2019),101759185
49087,Health psychology bulletin,Health Psychol Bull,,2398-5941,Health Psychol Bull,101759179
49088,Nigerian veterinary journal,Niger Vet J,0331-3026,,Niger Vet J,9878277
49089,GMS health innovation and technologies,GMS Health Innov Technol,,2698-6388,GMS Health Innov Technol,101759229
49090,Annals of stem cell research,Ann Stem Cell Res,,,Ann Stem Cell Res,101759235
49091,Global epidemiology,Glob Epidemiol,,2590-1133,Glob Epidemiol,101759263
49092,"Videourology (New Rochelle, N.Y.)",Videourology (New Rochelle),,2151-1136,Videourology (New Rochelle),101759374
49093,Journal of health service psychology,J Health Serv Psychol,2662-2645,2662-2653,J Health Serv Psychol,101759262
49094,UNSCN nutrition,UNSCN Nutr,,,UNSCN Nutr,101759234
49095,International journal of applied ceramic technology,Int J Appl Ceram Technol,1546-542X,1744-7402,Int J Appl Ceram Technol,101759295
49096,Metascience,Metascience,0815-0796,1467-9981,Metascience,9880752
49098,Anaesthesia reports,Anaesth Rep,,2637-3726,Anaesth Rep,101759073
49099,Beitrage zur Tabakforschung international,Beitr Tab Int,0173-783X,1612-9237,Beitr Tab Int,9114469
49100,microPublication biology,MicroPubl Biol,,2578-9430,MicroPubl Biol,101759238
49101,International journal of the economics of business,Int J Econ Bus,1357-1516,1466-1829,Int J Econ Bus,101759412
49102,Journal of translational autoimmunity,J Transl Autoimmun,,2589-9090,J Transl Autoimmun,101759413
49103,Clinical hematology international,Clin Hematol Int,,2590-0048,Clin Hematol Int,101759455
49104,Biomarkers in neuropsychiatry,Biomark Neuropsychiatry,,2666-1446,Biomark Neuropsychiatry,101759453
49105,Polymer engineering and science,Polym Eng Sci,0032-3888,1548-2634,Polym Eng Sci,101759456
49106,Animal microbiome,Anim Microbiome,,2524-4671,Anim Microbiome,101759457
49109,ArXiv,ArXiv,,2331-8422,ArXiv,101759493
49110,Annals of cancer epidemiology,Ann Cancer Epidemiol,,2616-4213,Ann Cancer Epidemiol,101759538
49112,Reviews in fluorescence,Rev Fluoresc,1573-8086,2511-8579,Rev Fluoresc,101759533
49114,"Psicologia, reflexao e critica",Psicol Reflex Crit,0102-7972,1678-7153,Psicol Reflex Crit,9616730
49115,Translational and clinical pharmacology,Transl Clin Pharmacol,2289-0882,2383-5427,Transl Clin Pharmacol,101639331
49117,Urologicke listy,Urol Listy,1214-2085,1801-7584,Urol Listy,101316451
49118,"Visual computing for industry, biomedicine, and art",Vis Comput Ind Biomed Art,2096-496X,2524-4442,Vis Comput Ind Biomed Art,101759975
49119,Video journal of prosthetic urology,Video J Prosthet Urol,,,Video J Prosthet Urol,101759985
49120,Interdisciplinary journal of partnership studies,Interdiscip J Partnersh Stud,,2380-8969,Interdiscip J Partnersh Stud,101759949
49121,Markov processes and related fields,Markov Process Relat Fields,1024-2953,,Markov Process Relat Fields,101759821
49122,Journal of pancreatology,J Pancreatol,2096-5664,2577-3577,J Pancreatol,101759834
49123,Journal of advances in medical and pharmaceutical sciences,J Adv Med Pharm Sci,,2394-1111,J Adv Med Pharm Sci,101759877
49124,American journal of urology research,Am J Urol Res,,,Am J Urol Res,101759881
49125,Indian journal of cardiovascular disease in women WINCARS,Indian J Cardiovasc Dis Women WINCARS,,2455-7854,Indian J Cardiovasc Dis Women WINCARS,101759801
49126,Regenerative medicine frontiers,Regen Med Front,,2633-0806,Regen Med Front,101759941
49127,"Journal of air transportation (Reston, Va.)",J Air Transp (Rest),,2380-9450,J Air Transp (Rest),101759887
49133,JCO global oncology,JCO Glob Oncol,,2687-8941,JCO Glob Oncol,101760170
49135,Research in astronomy and astrophysics,Res Astron Astrophys,1674-4527,2397-6209,Res Astron Astrophys,101760037
49136,Women's history,Womens Hist,2059-0156,2059-0164,Womens Hist,101760389
49137,Lasers in dental science,Lasers Dent Sci,,2367-2587,Lasers Dent Sci,101716118
49139,Annual review of law and social science,Annu Rev Law Soc Sci,1550-3585,1550-3631,Annu Rev Law Soc Sci,101760650
49140,World Academy of Sciences journal,World Acad Sci J,2632-2900,2632-2919,World Acad Sci J,101760660
49141,Journal of Appalachian studies,J Appalach Stud,1082-7161,2328-8612,J Appalach Stud,101760648
49142,Atomic data and nuclear data tables,At Data Nucl Data Tables,0092-640X,1090-2090,At Data Nucl Data Tables,101760661
49143,Neuroscience insights,Neurosci Insights,,2633-1055,Neurosci Insights,101760670
49144,Physical and engineering sciences in medicine,Phys Eng Sci Med,2662-4729,2662-4737,Phys Eng Sci Med,101760671
49146,Orthopedics and sports medicine,Orthop Sports Med,,2638-6003,Orthop Sports Med,101760457
49147,Annals of stem cell research & therapy,Ann Stem Cell Res Ther,,,Ann Stem Cell Res Ther,101760669
49148,Annals of trauma and acute care,Ann Trauma Acute Care,,,Ann Trauma Acute Care,101760592
49149,Journal of molecular biology & therapeutics,J Mol Biol Ther,,,J Mol Biol Ther,101760647
49150,Informatics in medicine unlocked,Inform Med Unlocked,,2352-9148,Inform Med Unlocked,101718051
49151,Post-Soviet affairs,Post Sov Aff,1060-586X,1938-2855,Post Sov Aff,101760586
49152,Arizona journal of environmental law & policy,Arizona J Environ Law Policy,,2161-9050,Arizona J Environ Law Policy,101760591
49154,"Zeitschrift fur Naturforschung. A, Journal of physical sciences",Z Nat Forsch A J Phys Sci,0932-0784,1865-7109,Z Nat Forsch A J Phys Sci,9883281
49155,"Environment and planning. E, Nature and space",Environ Plan E Nat Space,2514-8486,2514-8494,Environ Plan E Nat Space,101760837
49156,Insights of biomedical research,Insights Biomed Res,,2642-4576,Insights Biomed Res,101760978
49157,Annual review of developmental psychology,Annu Rev Dev Psychol,,2640-7922,Annu Rev Dev Psychol,101760962
49158,"Languages (Basel, Switzerland)",Languages (Basel),,2226-471X,Languages (Basel),101760759
49159,Nature cancer,Nat Cancer,,2662-1347,Nat Cancer,101761119
49160,"Elder law review (Penrith South, N.S.W.)",Elder Law Rev (Penrith South),,1447-025X,Elder Law Rev (Penrith South),101761104
49161,Nature food,Nat Food,,2662-1355,Nat Food,101761102
49162,Journal of diabetes and clinical research,J Diabetes Clin Res,,2689-2839,J Diabetes Clin Res,101761105
49163,Clinical and experimental pediatrics,Clin Exp Pediatr,,2713-4148,Clin Exp Pediatr,101761234
49164,Revista brasileira de medicina do trabalho,Rev Bras Med Trab,1679-4435,2447-0147,Rev Bras Med Trab,101214718
49165,JCO oncology practice,JCO Oncol Pract,2688-1527,2688-1535,JCO Oncol Pract,101758685
49166,International biomechanics,Int Biomech,,2333-5432,Int Biomech,101759159
49169,Lakes & reservoirs,Lakes Reserv,1320-5331,1440-1770,Lakes Reserv,101761335
49172,Frontiers in energy research,Front Energy Res,,2296-598X,Front Energy Res,101638683
49173,Turkish journal of pharmaceutical sciences,Turk J Pharm Sci,1304-530X,2148-6247,Turk J Pharm Sci,101717890
49174,Southern clinics of Istanbul Eurasia,South Clin Istanb Eurasia,2587-0998,2587-1404,South Clin Istanb Eurasia,101721708
49175,JHEP reports,JHEP Rep,,2589-5559,JHEP Rep,101761237
49176,Plasma physics and controlled fusion,Plasma Phys Control Fusion,0741-3335,1361-6587,Plasma Phys Control Fusion,101761386
49177,Health education and public health,Health Educ Public Health,,2631-8377,Health Educ Public Health,101761470
49178,Psychology and mental health care,Psychol Ment Health Care,,2637-8892,Psychol Ment Health Care,101761387
49179,Clinical parkinsonism & related disorders,Clin Park Relat Disord,,2590-1125,Clin Park Relat Disord,101761473
49180,Annals of medical research,Ann Med Res,,2636-7688,Ann Med Res,101734703
49181,Asian journal of pharmaceutical sciences,Asian J Pharm Sci,1818-0876,2221-285X,Asian J Pharm Sci,101535338
49182,RSC medicinal chemistry,RSC Med Chem,,2632-8682,RSC Med Chem,101759460
49183,Journal of structural biology,J Struct Biol X,,2590-1524,J Struct Biol X,101761384
49184,Pulmonary research and respiratory medicine,Pulm Res Respir Med,,2377-1658,Pulm Res Respir Med,101761385
49185,Michigan journal of community service learning,Mich J Community Serv Learn,1076-0180,1944-0219,Mich J Community Serv Learn,101761474
49186,Sisli Etfal Hastanesi tip bulteni,Sisli Etfal Hastan Tip Bul,1302-7123,1308-5123,Sisli Etfal Hastan Tip Bul,9424130
49187,BMJ military health,BMJ Mil Health,2633-3767,2633-3775,BMJ Mil Health,101761581
49189,"Proceedings of the ASME Conference on Smart Materials, Adaptive Structures, and Intelligent Systems. ASME Conference on Smart Materials, Adaptive Structures, and Intelligent Systems",Proc ASME Conf Smart Mater Adapt Struct Intell Syst,,,Proc ASME Conf Smart Mater Adapt Struct Intell Syst,101761669
49190,JACC. CardioOncology,JACC CardioOncol,,2666-0873,JACC CardioOncol,101761697
49191,Experimental thermal and fluid science,Exp Therm Fluid Sci,0894-1777,1879-2286,Exp Therm Fluid Sci,101761671
49193,Journal of addiction science,J Addict Sci,,,J Addict Sci,101761714
49194,Advanced quantum technologies,Adv Quantum Technol,,2511-9044,Adv Quantum Technol,101761715
49195,Space & polity,Space Polity,1356-2576,1470-1235,Space Polity,101761717
49196,Cephalalgia reports,Cephalalgia Rep,,2515-8163,Cephalalgia Rep,101761716
49197,"Culture, agriculture, food and environment",Cult Agric Food Environ,2153-9553,2153-9561,Cult Agric Food Environ,101761718
49198,Calabar journal of health sciences,Calabar J Health Sci,,,Calabar J Health Sci,101761696
49199,Sustainable production and consumption,Sustain Prod Consum,,2352-5509,Sustain Prod Consum,101761781
49200,"Journal of physical medicine and rehabilitation (Wilmington, Del.)",J Phys Med Rehabil,,2690-0297,J Phys Med Rehabil,101761713
49201,International Conference on Environmental Systems. American Institute of Aeronautics and Astronautics,Int Conf Environ Syst,,,Int Conf Environ Syst,101761678
49202,Journal of African Association of Physiological Sciences,J Afr Assoc Physiol Sci,,2449-108X,J Afr Assoc Physiol Sci,101761694
49203,Separation science plus,Sep Sci Plus,,2573-1815,Sep Sci Plus,101761695
49204,The bulletin of the London Mathematical Society,Bull Lond Math Soc,0024-6093,1469-2120,Bull Lond Math Soc,101761720
49205,Wiley interdisciplinary reviews. Energy and environment,Wiley Interdiscip Rev Energy Environ,2041-8396,2041-840X,Wiley Interdiscip Rev Energy Environ,101761779
49206,Egyptian journal of occupational medicine,Egypt J Occup Med,1110-1881,2357-058X,Egypt J Occup Med,9884273
49207,BMC complementary medicine and therapies,BMC Complement Med Ther,,2662-7671,BMC Complement Med Ther,101761232
49208,Oral and maxillofacial surgery cases,Oral Maxillofac Surg Cases,,2214-5419,Oral Maxillofac Surg Cases,101706551
49209,"Professional development (Philadelphia, Pa.)",Prof Dev (Phila),1097-4911,,Prof Dev (Phila),9892312
49210,EJHaem,EJHaem,,2688-6146,EJHaem,101761942
49211,Current medical issues,Curr Med Issues,0973-4651,2666-4054,Curr Med Issues,101761946
49212,International journal of immunology and immunotherapy,Int J Immunol Immunother,,2378-3672,Int J Immunol Immunother,101761949
49213,Journal of psychiatry and psychiatric disorders,J Psychiatry Psychiatr Disord,,2572-519X,J Psychiatry Psychiatr Disord,101762136
